ft,id,lg,predicted_label,classification_result,correct,article_link
"Le succès s'étend'. n prend des allures de triomphe. Personne n'avait encore parlé de l' « amour moderne » sur ce ton déJlcieux. avec cette verve hardie sans doute, mais non exclusive de vraie honnêteté et de vraie tendresse. Voilà un livre capital dans i»>>•;r»<-\ n rronr féminin J. H. (1) Flammarion. 12 francs. 1. ",oeuvre-1931-09-23-a-i0025,,ad,false_ad,False,https://impresso-project.ch/app/article/oeuvre-1931-09-23-a-i0025
"L’empoisonneuse Becker se défend avec énergie Liège, 10. — L’interrogatoire de la Vve Becker s’est poursuivi cet après- midi à la Cour d’Assises de Liège sans incident d’une importance spéciale. L’accusée continue à se, défendre avec énergie, niant les témoignages des personnes qu’elle a soignées et qui sont en vie. Elle les accuse de mensonge et de diffamation. ",luxembourg1935-1938-06-11-a-i0051,fr,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/luxembourg1935-1938-06-11-a-i0051
"KERRIGAN SE MARIE-La patineuse américaine Nancy Kerrigan, médaillée d'argent aux jeux olympiques de Lillehammer, va se marier samedi à Boston avec son agent Jerry Solomon. Près de 230 personnes, dont une centaine de membres de la famille de Nancy Kerrigan, ont été invitées pour ce mariage. keystone-ap ",EXP-1995-09-09-a-i0324,fr,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/EXP-1995-09-09-a-i0324
"Les fruits secs sont avantageux Grâce à la belle récolte de cette année — comme celle de l'année passée — nous pouvons vous offrir à des prix avantageux tous les fruits secs de la saison : dattes, figues de Smyrne _, raisins secs, noisettes et amandes. ",IMP-1966-12-17-a-i0223,fr,ad,false_ad,False,https://impresso-project.ch/app/article/IMP-1966-12-17-a-i0223
"Nomination La chancellerie d'Etat communique : Dans sa séance du 2 mars, le Conseil d'Etat a nommé M. Heinz Brandt, de _Traohselwald (Berne), aux fonctions de commis au bureau du juge d'instruction, à Neuchâtel. ",EXP-1965-03-05-a-i0020,fr,ad,false_ad,False,https://impresso-project.ch/app/article/EXP-1965-03-05-a-i0020
"Monsieur et Madame O. Lutz-Donner, leurs enfants et petits-enfants, les familles Lutz et Hidalgo-Saavedra, font part de la perte, dans sa 91 me année, de Madame Aurora LUTZ née BACHILLER leur chère mère, belle-mère, grandmère, arrière-grand-mère, belle-sœur et tante. L'incinération a eu lieu à Neuchâtel mardi 1 er juin 1965. , ",EXP-1965-06-02-a-i0019,fr,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/EXP-1965-06-02-a-i0019
"La Maison J. Will, tailleur, a le grand regret de faire part du décède Monsieur Christian KINK son fidèle employé. Elle gardera de lui le meilleur souvenir. Neuchâtel, le 15 octobre 1936. ",EXP-1936-10-16-a-i0151,fr,ad,false_ad,False,https://impresso-project.ch/app/article/EXP-1936-10-16-a-i0151
"FOOTBALL Le Trophée des champions à Lyon KEYSTONE Lyon, avec Patrick Müller au centre de la défense, a battu Sochaux 2-1 dans un match de grande qualité pour s’adjuger son sixième Trophée des champions consécutif. Les buts lyonnais ont été marqués par Govou et Cris. / si ",IMP-2007-07-30-a-i0152,fr,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/IMP-2007-07-30-a-i0152
"Le Benetton Fribourg Olympic a le profond regret de faire part du décès de Monsieur Edouard Jaquier frère de Maxime, ancien joueur et capitaine de la V e équipe Le Benetton Fribourg Olympic présente ses sincères condoléances à sa famille et à ses amis. 17-987661 ",LLE-2011-10-19-a-i0170,,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/LLE-2011-10-19-a-i0170
"Der erste Jahrzeitgottesdienst für die Seelenruhe unserer lieben geßlichen Gattin und Mutter Frau unver Christine Gauch-Schmutz findet statt Montag, 3. Januar, um 8 Uhr, in der Pfarrkirche von Sciimitten. 10820 ",FZG-1954-12-29-a-i0009,,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/FZG-1954-12-29-a-i0009
": A Dans la •« WW, __ /viei£le$§e X _% une tasse de bon café est un reconfort. Additionné f de véritable Franck de si •vieille réputation., le café L gûçfne en force et en saveur mais crue ce soit de la -__ _aTswnek $ j _® é € Èmle _-__-« ",IMP-1926-11-05-a-i0028,fr,ad,false_ad,False,https://impresso-project.ch/app/article/IMP-1926-11-05-a-i0028
"LES FÊTES DU MARDI GRAS te comité général des fêtes du quartier Latin, d'accord avec l'Association générale des étuf diants, nous prie d'annoncer qu'il ne prendra part, cette année, A l'organisation d'aucun cortège pour le mardi gras. ",lematin-1926-02-16-a-i0028,fr,ad,false_ad,False,https://impresso-project.ch/app/article/lematin-1926-02-16-a-i0028
"j Importante fabrique de machines à i Winterthour cherche sténodactylograplie capable de préférence de langue maternelle française, avec de bonnes notions de l'allemand et si possible de l'anglais. Offres avec certificats, photographie et prétentions de salaire à adresser sous chiffres P. Z. 1084 à case postale 24095 à grande poste Winterthour. ",EXP-1953-02-11-a-i0052,fr,ad,false_ad,False,https://impresso-project.ch/app/article/EXP-1953-02-11-a-i0052
"Fuite d'eau réparée BOUDEVILLIERS L importante fuite d eau au réseau de Boudevilliers, et qui provoquait des perturbations dans les quarties élevés du village, a pu être décelée. La conduite a été réparée au début de la semaine, de sorte que la situation est redevenue normale, ( jm) ",IMP-1981-12-05-a-i0340,fr,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/IMP-1981-12-05-a-i0340
"Grande entreprise de la Suisse orientale engagerait pour son département de publicité une habile sténodactylo de langue maternelle française, ayant de bonnes connaissances de l'allemand Date d'entrée à convenir Envoyer offres manuscrites avec curriculum vitae, copies de certificats et photographie à BERNINA, Fabrique de machines à coudre Fritz Gegauf S. A ., Steckborn (TG) ",EXP-1962-10-06-a-i0165,fr,ad,false_ad,False,https://impresso-project.ch/app/article/EXP-1962-10-06-a-i0165
"Assemblés générale ordinaire Mercredi i 8 mars iisf, à 8 h. du soir au Palais de Husnine (Salle Tiissot). Ordre du jour statutaire. La séance sera euivJe, à 8 h. 30, d'une conférence de Monsieur Maxime REYMOND, àirchivlfitô canton *!, BUT 3127 Vieux quartiers, nouveaux quartiers avec cent projections lumtaeuaea SUT Lausanoe, ",GDL-1922-03-27-a-i0055,fr,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/GDL-1922-03-27-a-i0055
"Fête de la confirmation TAVANNES Dimanche la paroisse catholique de Tavannes était en fête à l'occasion de la confirmation qui s'est déroulée à l'église du Christ-Roi. Trente-cinq garçons et filles de 1 ère année ont reçu la confirmation des mains du délégué épiscopal, M. l'abbé Louis Freléchoz _. ancien curé de Moutier et qui remplaçait l'évêque. ( kr) ",IMP-1980-06-19-a-i0197,fr,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/IMP-1980-06-19-a-i0197
— Trois millions et demi d'aettons ont cfcanf é de mains au cours de la séance de mardi la BearW de Ne ^ r-York. Ce mm % censtirue un nouveau record. :. —t La Diète ijnlaaidaieb a adopté à nimité le traité d'arbitrage et de oc-nciliëtion gefmâna-nnlàniâàiBj conclu k Berlin lé i 4 mal-3 ISâB.'-'' ,GDL-1925-11-15-a-i0021,fr,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/GDL-1925-11-15-a-i0021
"SINISTRE MARITIME (PAR FIL SPÉCIAL) LONDRES, G avril, Un télégramme do Mozambique annonce ""que le steamer Abyssinie, appartenant à la Compagnie, anglO;indicnne de navigation, et faisant le service-entre Zanzibar et coulé bas à la pointo de Neîano,--Tous les passagers' ont pu être sauvés, mais la cargaison a éleentièremeßtpejpduc. ",lematin-1886-04-07-a-i0044,fr,ad,false_ad,False,https://impresso-project.ch/app/article/lematin-1886-04-07-a-i0044
"NOUVELLES A LA MAIN A l'issue du banquet offert au président de la Chambre des députés, un jeune homme poussa un grand coup de sifflet. Immédiatement, deux agents de la paix lui mirent la main au collet et demandèrent à leur brigadier : Que faut-il faire de ce délinquant, brigadier ? Il faut le conduire en brisson ! Un Domino ",legaulois-1908-03-13-a-i0023,fr,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/legaulois-1908-03-13-a-i0023
"La votation populaire de dimanche L’initiative proportionnaliste a été repoussée par 261,578 non contre 238,733, soit à une majorité de 22,845 voix. En 1900, la majorité négative était de 75,552 voix. Les voix pro­ proportionnantes ont augmenté de 69,094, tandis que les voix rejetantes seulement de 16,907. ",LSE-1910-11-02-a-i0014,fr,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/LSE-1910-11-02-a-i0014
"Diebstähle Die Stadtpolizei in Luxemburg verhaftete am 30. Januar 1947 einen neunzehnjährigen Soldaten der luxbg. Armee der im Verhör eingestand, in den letz- I?n 2 Jahren aus stationierenden Kraftwagen (meist amerik. Jeeps) eine grössere Menge Waren gestohlen zu haben. Ein grosser Teil der Diebstähle wurde in seiner Wohnung wiedergefunden. Der Langfinger wanderte ins Gefängnis. ",dunioun-1947-02-03-a-i0021,de,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/dunioun-1947-02-03-a-i0021
"La direction générale, le service de formation et les collaborateurs de l’H ôpital neuchâtelois ont la grande tristesse de faire part du décès de Madame Anita ROSSIER secrétaire à l’H ôpital neuchâtelois Nous garderons d’Anita le souvenir d’une collègue chaleureuse et attentionnée. Nous exprimons à notre collaboratrice Marie, sa fille, et à ses proches, notre profonde sympathie. 028-722382 ",IMP-2013-01-30-a-i0224,fr,ad,false_ad,False,https://impresso-project.ch/app/article/IMP-2013-01-30-a-i0224
"Le comité et l’Association des Artisans et Commerçants de Corcelles-Cormondrèche ont la grande tristesse de faire part du décès de Madame Marlène ALLEMANN maman de notre secrétaire ainsi que de la compagne de notre caissier, tous deux membres de notre association Ils présentent leurs plus sincères condoléances à toute la famille. Pour les obsèques, prière de se référer à l’avis de la famille. ",IMP-2013-04-02-a-i0175,fr,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/IMP-2013-04-02-a-i0175
"Profondément touchée par les nombreux témoignages de sympathie reçus lors du décès de Monsieur Philippe DEVOILLE sa famille remercie du fond du cœur tous ceux qui, de près ou de loin, ont pris part à sa peine. Neuchâtel, août 2004. 028-451011 ",EXP-2004-08-06-a-i0247,fr,ad,false_ad,False,https://impresso-project.ch/app/article/EXP-2004-08-06-a-i0247
"La Suisse se ressaisit bien et sauve la médaille de bronze ESCRIME Battus en demi-finale par l’Estonie, les épéistes helvétiques ont battu l’Ukraine. Fabian Kauter, Peer Borsky, Max Heinzer et Benjamin Steffen ont fêté leur médaille de bronze, comme s’il s’agissait de lor. KEYSTONE ",EXP-2015-06-11-a-i0217,fr,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/EXP-2015-06-11-a-i0217
"Sean Penn rafraîchit l’ambiance chez Royal CLIMAT La COP 21 est « le dernier espoir » de combattre le changement climatique, a déclaré dimanche Sean Penn après une rencontre à Paris avec la ministre de l’Ecologie Ségolène Royal. « Il faut être optimiste parce que nous n’avons pas le choix », a dit l’acteur américain. Xkj ",EXP-2015-11-02-a-i0126,fr,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/EXP-2015-11-02-a-i0126
"ffl mercredi inclus |^>~ 4 n ^^ sS 5 [°° ^ ^ Un immense ECLAT DE Un film d une folie gaiete, plein et de situations du plus haut GAMMA FILM presente / j JOHN RIRE de mouvement comique RICHARD Eastmancolor I VISION Louez d avance! PARLE FRANCAIS ",LLE-1958-10-06-a-i0141,,ad,false_ad,False,https://impresso-project.ch/app/article/LLE-1958-10-06-a-i0141
"jj MAGTRO Nous sommes une entreprise industrielle leader dans la fabricatioi de capteurs et déquipement de tests employant environ 80 per sonnes en Europe. Suite au départ du titulaire, nous sommes à la recherche dun ",LLE-2008-04-28-a-i0273,,ad,false_ad,False,https://impresso-project.ch/app/article/LLE-2008-04-28-a-i0273
"OBSERVATOIRE Température moyenne du 9 juillet 1989 : 19,4. De 16 h 30 le 9 juillet à 16 h 30 le 10 juillet. Température : 19 h 30 : 22,3 ; 7 h 30 : 18,5 ; 13 h 30 : 20,4 ; max .: 24,1 ; min .: 17,5. Vent dominant : variable le 9. Est puis sud-ouest dès 13 h le 10. Faible. Etat du ciel : nuageux. Averse à 14 h. Pression barométrique (490 m) ",EXP-1989-07-11-a-i0295,fr,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/EXP-1989-07-11-a-i0295
ECOLE NOUVELLE DE GILAMONT SUR VEVEY . Directeur- : Prof. D E _ gr. Corthésy Elèves fie 9 à 15 ans. Enseignement secondaire : classique et moderne Petites classes. Succès assuré Vie de famille. Coeducalion. Conditions très favorables. Excellentes références Demander programme et prospectus illustré. er Rentrée le 1 mai. ,LES-1911-03-04-a-i0023,fr,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/LES-1911-03-04-a-i0023
"Fromageries LEtat généreux Lavenir du gruyère, du vacherin et de lemmental dépendra-un peu-de lEtat. Le Grand Conseil veut apporter son aide aux fromageries villageoises. Le Croiiv _. rn _. m _. r _ t est prêt, pour sa part, à débourser 10 millions de francs. Objectif de cette mane: la rénovation dinstallations qui, parfois, faute d argent frais, ont de la peine à se maintenir à flnt ",LLE-1990-02-14-a-i0141,,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/LLE-1990-02-14-a-i0141
"TENNIS «* Edberg / Jarryd siegten New York. Masters-Turnier. Doppelfinal: Stefan Edberg / Anders Jarryd ( Sd / 2) s. Mats Wilander / Joakim Nyström ( Sd / 4) 6: 1, 7: 6 ( 7: 5). Worcester ( USA). 250 000 Dollar-GP-Turnier. Halbfinals: Claudia Kohde ( BRD) s. Kathy Rinaldi ( USA) 6: 3, 6: 4. Martina Navratilova ( USA) s. Pam Shriver ( USA) 6: 1, 6: 1. ",FZG-1986-01-21-a-i0036,,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/FZG-1986-01-21-a-i0036
"LES AMBASSADES Lord Dufferin, ambassadeur d'Angleterre, qui vient de passer quelque temps à Londres, est rentré hier soir à Paris et a repris immédiatement la direction des affaires de l'ambassade. ",legaulois-1895-09-03-a-i0027,fr,ad,false_ad,False,https://impresso-project.ch/app/article/legaulois-1895-09-03-a-i0027
"Soirée gymnique. — La société d’escrime et de gymnastique de Luxembaurg-Grund donnera une soirée gymnique suivie de danse, dimanche, 4 décembre, à 8V* heures du soir, dans la grande salle de l’Hôtel de la Poste, avenue de la gare. Au programme les mouvements d’ensemble du V* tournoi international de gymnastique (Turin 11 14 mai) et des exercices gymniques pour fillettes et adultes. ",indeplux-1910-12-02-a-i0039,fr,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/indeplux-1910-12-02-a-i0039
"Premiere von J.-L. Godard. 8, 5, 7, 9 « WEEK-END » _. woohe olne absurde Provokation... ab 18 Jahren Tägl. 8. So. 8 und 8 h. P für Auto ». Engl, gespr., d / franz. Text. Alain fk. Delon, Ann-Margret im spannungsgo-W \ j ladenon Thriller ( Or, ™ A Thlef) W MILLIONENRAUB r IN SAN FKANOIS 0 O ",DTT-1968-09-23-a-i0010,,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/DTT-1968-09-23-a-i0010
"* Maubeugc,'23 mai. —..Au. Mont Doui'lers, une automobile conduite par M. Lefû-bvre, fermier, et dans la.quelle avaient pris place, cinq person nes habitant Feignies, a fait une embardée et. s'est renversée dans un, fossé. Les-cinq occupants de la v&î.ture ont été plus ou moins grièvement Masses: Mme Lefebvre a dû être transportée dans une clinique.; son éieii. est grave. ",oeuvre-1930-05-24-a-i0020,,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/oeuvre-1930-05-24-a-i0020
FermeRobert surNoiraigue Ses spécialités : Traite an vivier Poulet crème morilles Charcuterie de campagne Route praticable pour auto Téléphone 9 4140 Réservez le dimanche 21 août ponr la fête de l'ours ; en cas de mauvais temps renvoi de 8 jours. ,EXP-1955-08-06-a-i0204,fr,ad,false_ad,False,https://impresso-project.ch/app/article/EXP-1955-08-06-a-i0204
"I _, a Corporation des tireurs de la Béroche a le pénible devoir de faire part du décès de Monsieur Georges FISCHER membre du comité. L'inhumation aura lieu à Saint-Aubin vendredi 24 juillet. Culte au temple à 13 h 30. ",EXP-1964-07-24-a-i0111,fr,ad,false_ad,False,https://impresso-project.ch/app/article/EXP-1964-07-24-a-i0111
LAUSANNE ET PRILLi Le cinéma à lhonneui Le cinéma sera à la fête du 3 au 7 novembre à Lausanne et Prilly. Le 13 e Ciné-Festival mettra en concours douze films pour la meilleure avant-première. De nombreux évi nements accompagneront la manifestation. ATS ,LLE-2010-10-27-a-i0156,,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/LLE-2010-10-27-a-i0156
"U PORT DE BRÈME BERLIS, 12 janvier. D'un correspondant. On télégraphie de Brème que l'administration des ponts et chaussées a présenté au gouvernement un projet tendant à creuser d'un mètre le port de BrSrae. La dépesse eât évaluée à 286,000 marks. ",lematin-1893-01-13-b-i0021,fr,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/lematin-1893-01-13-b-i0021
"Récompenses méritées, On écrit à la « Gazette de Lausanne » : : Zurich, li septembre. La grande salle de 1'« Alkohoifreies Kurhaus », du Zurichberg, réunissait cet aprèsmidi, autour de ses tables __ k _( lyées de fleurs et de drapeaux, environ 150 domestiquesfemmes de la ville de Zurick C'était la fête annuelle des « récompenses »\ Cette fête est une des créations si éminemiFeût philanthrq _*",IMP-1902-09-14-a-i0025,fr,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/IMP-1902-09-14-a-i0025
"Egypte Un assassinat Le Caire, 1 er juillet M. Dehaan / chef israélite et correspondant d'un journal londonnien, a été tué lundi soir dans le quartier juif. Les agresseurs ont pris la fuite. ",GDL-1924-07-02-a-i0113,fr,ad,false_ad,False,https://impresso-project.ch/app/article/GDL-1924-07-02-a-i0113
"LA CHASSE Civet de chevreuil sur assiette Fr. 16 .-Egalement sur plat ¦ ¦ ¦ -. oc. fi -A.. A.. A. . . _. ti H U Médaillons de chevreuil ¦ sur assiette Fr. 20 .-Egalement sur plat Selle de chevreuil Baden Baden Fr"" 66- 743. 1-13 minimum 2 personnes Toujours à gogo Fondues bourguignonne chinoise et caquelon vigneron ",EXP-1992-11-07-a-i0062,fr,ad,false_ad,False,https://impresso-project.ch/app/article/EXP-1992-11-07-a-i0062
"I TOUR [DE Ui VILLE BUS IMMOBILE-Les bus sont faits pour se déplacer. Certes, mais pas toujours. Pour preuve, ce véhicule stationné depuis quelques jours au bout du Jardin anglais, en face de l'Université. Sans bouger. Et pourquoi ? Parce qu'il abrite une personne participant à un relevé des courses des trolleybus qui, eux, n'arrêtent pas de se déplacer _, / ftd ",EXP-1992-11-20-a-i0113,fr,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/EXP-1992-11-20-a-i0113
"ADMINISTRATIONS Au contrôle des services du chef du gouvernement Vichy, T octobre. le Journal officiel publie : un- décret en vertu duquel M. Maurice Renand. sous-directeur à l'administration centrale du secrétariat d'Etat à J'Economie national et aux Finances en service détaché, est nommé directeur du contrôle administratif des services du Chef du gouvernement. t0.F.1.-Havas). ",jdpl-1943-10-08-a-i0051,fr,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/jdpl-1943-10-08-a-i0051
"Pas d'épreuves au Brassus ski nordique En raison d'une température beaucoup trop élevée qui empêche la mise en place de toute mesure d'enneigement, la compétition de Coupe d'Europe du Brassus prévue dimanche a été annulée. Ce concours se déroulera à la même date à Chamonix. ",IMP-1991-03-07-a-i0101,fr,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/IMP-1991-03-07-a-i0101
"L _' emprise communiste sur la Hongrie Un portrait de Lazlo Rajk _, chef communiste hongrois très connu, qui est devenu ministre des affaires étrangères dans le nouveau gouvernement hongrois. ",IMP-1948-08-17-a-i0003,fr,ad,false_ad,False,https://impresso-project.ch/app/article/IMP-1948-08-17-a-i0003
"BAL DE COUR ROME, 29 février. Par service spécial. Ce soir a eu lieu le second et dernier bal de cour. Il y avait environ trois mille invités. L'ambassadeur et l'ambassadrice de France figuraient au quadrille d'honneur. ",lematin-1892-03-01-a-i0045,fr,ad,false_ad,False,https://impresso-project.ch/app/article/lematin-1892-03-01-a-i0045
"La Société de sauvetage de Salnt-Blaise a le pénible devoir d'annoncer le décès die » Monsieur. Marcel VAUTRAVERS membre fondateur et vétéran, père du président de la société. Pour l'ensevelissement, consulter l'avis de la famille. ",EXP-1958-02-27-a-i0283,fr,ad,false_ad,False,https://impresso-project.ch/app/article/EXP-1958-02-27-a-i0283
"COLLISION (G.) Dans une collision qui s'est produite près d'Annemasse entre deux autos, dont l'une était pilotée par M. Gilbert Cossy, demeurant, 36, av. Weber à Genève, une passagère, Mlle Aguitton, 22, rue de la Colline, a été fortement commotionnée. Elle a été transportée dans une clinique d'Annemasse. ",JDG-1958-07-21-a-i0089,fr,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/JDG-1958-07-21-a-i0089
"• Martigny peut s'enorgueillir de pos séder un champion suisse de... billard En effet, lors de la finale qui s'est dé roulée à l'Hôtel Central, M. Jean Fer rero, avec un total de 10 points et une moyenne de 5,82 s'est imposé devant le Saint-Gallois Peter Schoutten. Un autre Martignerain, M. Jean-Jacques Travaglini s'est classé brillamment 5 e. ",LCE-1973-02-13-a-i0039,fr,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/LCE-1973-02-13-a-i0039
"Les Religieuses Hospitalières de Fribourg font part de la perte douloureuse qu elles viennent déprouver en la personne de leur chère consœur Sœur Elisabeth Abriel que Dieu a rappelé à Lui, le 22 mars, à lHôpilal canlonal. Elle était dans la 58 e année de son âge et la 35 e de sa profession religieuse. Les obsèques auront lieu à la chapelle de lHôpital des bourgeois, vendredi, 24 mars, à 8 h. 30. ",LLE-1944-03-22-a-i0070,,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/LLE-1944-03-22-a-i0070
"Le comité de la société La Jardinière a le pénible devoir d'informer ses membres du décès de Monsieur Arnold GLAUSER _•président d'honneur de la société. L'ensevelissement, avec siuite, aura lieu vendredi 2 mars, à 13 heures. dez-vous des membres au domicile mortuaire : Parcs 81. ",EXP-1945-03-02-a-i0152,fr,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/EXP-1945-03-02-a-i0152
"^ J ^^^/ L ^ JfoöfttS COSMETIQUES devenir Votre chance CONSEILLERE-ESTHETICIENNE Nous engageons dame ou demolselle qul — aime les contacts — est libre 1 ou 2 soirs par semaine — dispose d une voiture Nous offrons: — une occupation ä temps partie! — une possibilite de gain eleve — une formation complete Prenez contact avec Mme p. Magnin, monltrlce _ Fribourg. < ß 037-22 84 27. 17-28705 ",LLE-1976-10-04-a-i0040,,ad,false_ad,False,https://impresso-project.ch/app/article/LLE-1976-10-04-a-i0040
"Les accidents de la circulation (at.) — Un cycliste descendant la rue de Genève, en tenant bien sa droite, mardi à 18 h. 10, est entré en collision, devant l'Ecole des métiers, avec un camion montant la rue et se dirigeant vers l'avenue de Morges. Le cycliste est blessé aux genoux et aux mains ; sa machine est hors d'usage. ",GDL-1935-03-20-a-i0038,fr,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/GDL-1935-03-20-a-i0038
p > oaar Icapremière à fois en Suisse i'EDEN-SONORE vendredi 24 novembre l’exquise WI'dMorjna m joue un double rôle dans la plus attendrissante et la plus émouvante des histoires d’amour : ,LSE-1933-11-23-a-i0053,fr,ad,false_ad,False,https://impresso-project.ch/app/article/LSE-1933-11-23-a-i0053
"Opérations de la Caisse d'épargne et de prévoyance de Paris (du dimanche 4 au samedi 10 novembre) Versements reçus de 6.323 déposants, dont :6ot nouveaux : 6.177.014 fç. Remboursements à 2.667 déposants, dont 495 pour solde : 5ô74-iB3 fr. 01; Rentes et obligations des chemins de fer de l'Etat achetées à la demande des déposants pour un capital de 88.722 fr. 62. ",jdpl-1928-11-13-a-i0033,fr,ad,false_ad,False,https://impresso-project.ch/app/article/jdpl-1928-11-13-a-i0033
"H. et Mme Joseph SARRUBBI, à Rome, Invitent les créanciers de leur fils HECTOR de bien vouloir envoyer leur notes mentées à l'adresse ci-dessous. 7 _ 2 _ X 11557-1 En outre, ils se font un devoir de déclarer qu'il sera demandé compte par voie légale des calomnies répandues sur le compte de leur fils. Joseph et grâce SARRUBBI, nie Cairoli 115, ROME ( Italie). ",IMP-1904-07-17-a-i0076,fr,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/IMP-1904-07-17-a-i0076
"Causeries Frlmurg ( Suisse) Intéressante revue littéraire comaaranl son entier bénéfice aux tuberouleux indigent ^., Abonnement soc nel i Suisse, S-tr.; Etranger, 6 tr, Spfeimca gratuit eux demande. Ssiressçr: Cauftvifl, Villi de * Fougère *, Fribourg ( Snis * e), ",LLE-1917-05-02-a-i0033,,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/LLE-1917-05-02-a-i0033
"Un bureau cambriolé A Moutier (c) Dans la nuit de lundi à mardi, des inconnus se sont introduits par effraction dans le bureau de M. Claude Gandolfi, entreprise de peinture à la rue dn Moulin, à Moutier. Ils ses ont emparé d'une somme de 1500 francs. La police enquête. ",EXP-1967-04-19-a-i0173,fr,ad,false_ad,False,https://impresso-project.ch/app/article/EXP-1967-04-19-a-i0173
"SCANDALE MILITAIRE EN ITALIE De Rome au Rappel: Le général Marini, chef de la brigade de Vérone, a fait mettre aux arrêts de rigueur un coîlonel d'infanterie en garnison à Verone, pour des irrégularités très graves commises dans son régiment. Un capitaine a été écroué à la maison militaire. Plusieurs officiers seraient gravement compro mis dans cette affaire. ",lematin-1902-02-22-a-i0036,fr,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/lematin-1902-02-22-a-i0036
"L'Association en faveur des veuves et orphelins de notre cité, fait appel à la générosité de tous. Petites et grandes sommes peuvent être versées : compte de chèques postaux IV B 1298. Caissier : M. R. Walter, Commerce 55. Président : Henri Plngeon, pasteur, St-Aubin. ",IMP-1933-12-15-a-i0079,fr,ad,false_ad,False,https://impresso-project.ch/app/article/IMP-1933-12-15-a-i0079
"Pérou UNE NOUVELLE RÉVOLUTION -Paris, 13 septembre. (P. T. S.) On mande de Santiago à la Chicago Tribune qu'une nouvelle révolution a éclaté au Pérou. Un navire de guerre a été envoyé dans la province de Plura. Le ministre de la guerre est en route pour Cuzcu en vue de diriger en personne ie mouvement des troupes contre les révolutionnaires. ",GDL-1921-09-14-a-i0134,fr,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/GDL-1921-09-14-a-i0134
"Le Lions Club de La Chaux-de-Fonds a l’immense tristesse de faire part du décès tragique sur les routes de France de Monsieur Armin BRUNNER membre fidèle depuis 1989, président de 2002 à 2003 et beau-père de Michel H. Kühni, actuel 2 e vice-président Il présente ses sincères condoléances aux familles dans la peine et gardera un souvenir impérissable d’Armin, membre assidu, dévoué et engagé. ",EXP-2012-07-31-a-i0257,fr,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/EXP-2012-07-31-a-i0257
"Vovaqe-Suiprise Scénario de DIAMANT-BERGER et JEAN N OH AIN Un film d'une gaieté exubérante et de la plus irrésistible fantaisie. Une production inouïe de drôlerie et de truculence Une farce énorme qui déchaîne le rire ! Un fou rire continu I Matinées i Samedi et dimanche, à 15 h. 30 Téléphone 2.22.01 O C « 5 E o o ",LSE-1948-08-14-a-i0015,fr,ad,false_ad,False,https://impresso-project.ch/app/article/LSE-1948-08-14-a-i0015
"Messieurs les membres actifs, passifs et honoraires de la Société fédérale de gymnastique V * Ancienne > sont informés du décès de Monsieur Jean _SCSiWAB membre honoraire do la société, et priés d'assister à sou ensevelissement qui aura lieu dimanche 28 courant, a 1 heure. Domicile mortuaire : La Coudre. LE COMITÉ BgMBM ^^ _aMBaMMB _^ MaaBgSBM— ",EXP-1912-01-27-a-i0138,fr,non-ad,correct_non_ad,True,https://impresso-project.ch/app/article/EXP-1912-01-27-a-i0138
